Adj Close
101.690002
103.139999
104.089996
105.230003
105.33000200000001
105.160004
106.019997
105.709999
106.019997
105.879997
104.889999
105.660004
105.260002
105.309998
104.720001
105.650002
105.870003
105.58000200000001
104.989998
107.059998
107.199997
107.739998
108.099998
107.449997
107.18
108.910004
109.400002
108.760002
109.110001
108.800003
108.83000200000001
109.07
109.349998
110.410004
110.849998
111.25
110.68
111.25
111.300003
110.150002
109.699997
110.190002
106.940002
107.800003
107.68
107.41999799999999
106.18
107.16999799999999
106.510002
106.220001
105.690002
105.110001
105.620003
105.639999
106.660004
106.360001
106.699997
107.07
107.279999
106.989998
106.699997
105.82
105.709999
105.639999
102.959999
104.989998
105.209999
104.82
104.690002
105.449997
106.459999
106.800003
105.75
105.790001
104.760002
104.589996
104.660004
104.849998
105.709999
105.800003
105.690002
106.129997
106.139999
106.379997
108.150002
108.629997
108.449997
108.970001
108.0
108.58000200000001
109.150002
109.110001
109.349998
108.379997
108.32
109.160004
109.730003
108.910004
108.449997
106.910004
107.18
106.459999
107.660004
107.379997
107.110001
106.910004
106.480003
107.629997
108.5
107.949997
107.410004
105.849998
105.58000200000001
105.900002
106.849998
106.900002
106.800003
106.57
106.410004
106.349998
105.849998
105.400002
105.57
104.529999
104.610001
105.550003
105.370003
105.379997
105.209999
106.010002
105.779999
106.099998
106.93
107.33000200000001
107.879997
106.91999799999999
107.07
108.129997
108.050003
107.809998
107.959999
108.220001
108.150002
107.5
108.970001
108.57
109.120003
109.110001
109.199997
109.629997
109.33000200000001
109.230003
108.68
108.33000200000001
108.58000200000001
109.010002
108.57
107.91999799999999
107.699997
108.459999
109.43
109.029999
108.400002
108.540001
108.269997
108.639999
108.300003
106.980003
106.989998
106.800003
106.589996
106.129997
106.610001
106.66999799999999
105.949997
106.209999
105.860001
105.93
105.139999
106.110001
106.089996
106.91999799999999
107.059998
107.410004
107.260002
106.889999
106.949997
106.599998
106.639999
108.0
107.650002
107.470001
107.230003
107.650002
108.129997
108.730003
